BILLER CODE: 190483155	
BILLER:	THE NORTHSHORE SCHOOL	
A/C TO CREDIT: 0843-0014 2859565
190483155;33531;42963;3181
190483155;30918;42963;5032
190483155;34923;42963;7943.9
190483155;32934;42963;4858
190483155;35147;42963;5031
190483155;35094;42963;3871
190483155;34139;42963;5547
190483155;34193;42963;4104
190483155;32587;42963;5980.25
190483155;35165;42963;4334
190483155;35646;42963;6882.75
190483155;33121;42963;10013
190483155;35441;42963;9013.6
190483155;30295;42963;8663.85
190483155;31622;42963;4896
190483155;30437;42963;4749
190483155;30268;42963;10680.55
190483155;34175;42963;6290.9
190483155;32961;42963;9302.4
190483155;32211;42963;8151.95
190483155;35058;42963;4043
190483155;35272;42963;4434
190483155;30357;42963;4999
190483155;34013;42963;9292.9
190483155;36048;42963;5119
190483155;33336;42963;6266.2
190483155;30259;42963;7481.25
190483155;35110;42963;6611.05
190483155;34120;42963;4375
190483155;36217;42963;5027
190483155;34102;42963;4911
190483155;30730;42963;3347
190483155;32603;42963;8607
190483155;33719;42963;3493
190483155;32382;42963;8689.65
190483155;32881;42963;4117
190483155;32943;42963;5546
190483155;36752;42963;6742.15
190483155;33318;42963;5299
190483155;33078;42963;7024.3
190483155;34745;42963;8257.4
190483155;33942;42963;4362
190483155;34754;42963;3790
190483155;32863;42963;4445
190483155;34807;42963;3443
190483155;35218;42963;9167.5
190483155;33363;42963;7607.6
190483155;35628;42963;4556
190483155;32694;42963;3241
190483155;35423;42963;5593.95
190483155;36271;42963;6941.65
190483155;30909;42963;5333

